name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
LOC-A2	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
ROC-A1	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
F3-A2	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
C3-A2	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
O1-A2	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
F4-A1	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
C4-A1	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
O2-A1	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X1	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X2	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X3	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X4	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X5	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X6	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
DC3	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X7	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
X8	EEG	µV	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
SaO2	EEG	n/a	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
DC8	EEG	n/a	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
